
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150326/1500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    985.00   219.00     2.00    -4.20   310.00     5.00
    925.00   761.00    -2.50    -4.20   339.00     9.00
    905.80   921.00    -4.10    -4.20   342.00     8.00
    875.40  1183.00    -6.40    -6.60   333.00    13.00
    873.30  1202.00    -6.20    -6.40   327.00    14.00
    865.20  1277.00    -3.40   -11.80   314.00    19.00
    862.90  1299.00    -1.90   -12.40   313.00    21.00
    850.00  1422.00    -1.20   -27.20   316.00    23.00
    848.10  1436.00    -1.00   -29.30   316.00    23.00
    837.50  1535.00    -0.90   -27.50   308.00    22.00
    749.60  2405.00    -5.30   -39.10   296.00    28.00
    700.00  2945.00    -8.60   -26.20   285.00    33.00
    688.30  3065.00    -9.60   -23.10   280.00    32.00
    593.60  4190.00   -15.80   -49.00   261.00    39.00
    581.60  4341.00   -16.40   -43.60   258.00    43.00
    573.20  4451.00   -17.40   -31.50   255.00    45.00
    564.50  4564.00   -17.30   -22.30   250.00    49.00
    538.90  4898.00   -17.90   -18.20   240.00    56.00
    537.00  4923.00   -17.90   -18.10   240.00    56.00
    500.00  5454.00   -20.90   -21.00   236.00    65.00
    498.20  5479.00   -21.00   -21.10   234.00    65.00
    467.70  5939.00   -24.30   -27.80   232.00    65.00
    400.00  7053.00   -32.30   -39.40   239.00    86.00
    399.60  7056.00   -32.30   -39.40   239.00    86.00
    382.40  7363.00   -34.30   -39.50   241.00    92.00
    347.10  8024.00   -36.90   -41.40   229.00   113.00
    340.30  8158.00   -37.80   -41.90   227.00   110.00
    300.00  9007.00   -44.90   -49.80   231.00   115.00
    250.00 10176.00   -54.40   -59.30   237.00   129.00
    243.20 10348.00   -55.60   -60.50   237.00   133.00
    233.20 10608.00   -57.90   -63.40   238.00   131.00
    212.00 11207.00   -50.90   -61.90   259.00    89.00
    201.20 11533.00   -51.20   -68.20   257.00    70.00
    200.00 11576.00   -51.20   -68.40   256.00    69.00
    150.00 13400.00   -49.70   -76.20   238.00    52.00
    100.00 15940.00   -51.40   -78.80   247.00    25.00
     87.80 16737.00   -56.70   -80.70   261.00    24.00
     70.00 18110.00   -58.40   -82.80   269.00    14.00
     69.60 18148.00   -58.70   -83.00   270.00    14.00
     64.10 18645.00   -55.30   -80.80   335.00     9.00
     50.00 20087.00   -56.40   -81.00    27.00    12.00
     35.50 22072.00   -57.10   -81.00    11.00     8.00
