
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120327/1500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    991.00   245.00     8.00    -2.20   140.00    12.00
    987.80   274.00     6.50    -7.90   150.00    20.00
    980.50   335.00     4.90    -9.30   152.00    21.00
    944.00   643.00     2.80   -10.70   170.00    30.00
    932.10   746.00     4.40   -13.20   182.00    34.00
    925.00   808.00     7.20   -19.30   188.00    34.00
    922.60   830.00     8.10   -20.60   189.00    33.00
    921.20   842.00     8.60   -20.90   191.00    33.00
    905.10   987.00     9.60   -24.70   201.00    33.00
    904.70   991.00     9.60   -24.30   201.00    33.00
    891.90  1109.00     9.30   -11.10   200.00    31.00
    882.90  1193.00     9.20     4.60   208.00    29.00
    879.30  1227.00     9.40     6.60   214.00    29.00
    860.40  1408.00     9.80     5.70   233.00    30.00
    850.00  1514.00     9.30     4.30   235.00    30.00
    844.70  1561.00     9.10     4.00   237.00    30.00
    802.10  1990.00     7.60     6.40   235.00    25.00
    801.10  2000.00     7.50     6.20   235.00    25.00
    787.10  2145.00     7.70     5.00   234.00    24.00
    779.30  2227.00     8.50    -2.10   236.00    25.00
    778.20  2239.00     8.70    -1.90   236.00    25.00
    762.00  2412.00     7.30     2.90   237.00    26.00
    739.60  2658.00     6.50    -8.40   243.00    26.00
    727.90  2788.00     6.10   -12.70   246.00    24.00
    723.50  2838.00     5.40   -13.70   251.00    23.00
    700.00  3108.00     4.10   -10.40   271.00    30.00
    548.30  5031.00   -12.60   -20.60   273.00    38.00
    526.40  5341.00   -15.30   -23.20   269.00    37.00
    500.00  5727.00   -17.20   -28.70   263.00    38.00
    491.00  5864.00   -17.90   -29.40   261.00    38.00
    431.10  6825.00   -23.70   -29.10   273.00    36.00
    424.50  6938.00   -24.40   -30.10   273.00    36.00
    400.00  7369.00   -27.90   -33.70   268.00    35.00
    316.90  8999.00   -39.30   -48.80   279.00    34.00
    306.20  9233.00   -41.60   -51.50   278.00    39.00
    300.00  9375.00   -42.50   -52.40   276.00    42.00
    250.00 10574.00   -53.30   -62.60   277.00    49.00
    200.00 11979.00   -62.90   -73.30   282.00    51.00
    184.40 12473.00   -66.80   -77.10   284.00    56.00
    150.00 13738.00   -61.60   -72.90   279.00    47.00
    140.20 14156.00   -60.70   -72.70   265.00    53.00
    136.10 14339.00   -57.70   -70.30   275.00    57.00
    111.60 15578.00   -64.10   -78.20   269.00    34.00
    100.00 16254.00   -62.10   -77.00   281.00    40.00
     89.10 16965.00   -60.70   -76.60   287.00    36.00
     81.10 17543.00   -65.20   -81.10   297.00    27.00
     78.10 17774.00   -62.30   -78.70   301.00    18.00
     70.00 18455.00   -61.60   -78.50   283.00    14.00
     64.90 18919.00   -60.80   -78.10   287.00    28.00
