
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 130227/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    971.00   214.00     0.80     0.40   270.00     8.00
    969.00   266.00     0.60    -2.20   273.00    10.00
    953.10   396.00    -0.50    -1.30   273.00    14.00
    925.00   634.00    -2.00    -2.90   277.00    14.00
    850.00  1296.00    -5.80    -7.20   285.00    10.00
    814.20  1629.00    -7.90    -9.40   294.00     6.00
    761.40  2148.00    -9.10   -11.00   283.00    13.00
    734.10  2429.00    -8.00    -9.30   333.00     6.00
    708.80  2704.00    -8.20   -10.00   293.00     3.00
    700.00  2802.00    -8.70   -10.70   302.00     6.00
    642.50  3461.00   -12.80   -15.20   270.00    10.00
    614.30  3801.00   -12.90   -15.10    15.00     8.00
    500.00  5334.00   -23.50   -27.60   347.00     4.00
    473.70  5719.00   -26.60   -30.40    60.00     6.00
    400.00  6921.00   -36.90   -41.10    31.00    11.00
    340.60  7997.00   -46.80   -50.50   352.00    13.00
    313.50  8540.00   -51.80   -56.00   356.00    14.00
    312.90  8552.00   -51.80   -56.00   357.00    15.00
    309.00  8634.00   -48.60   -53.80   358.00    16.00
    300.00  8819.00   -48.30   -56.30     9.00    18.00
    283.90  9180.00   -47.20   -60.60    43.00    18.00
    278.60  9309.00   -47.20   -62.50    58.00    13.00
    250.00 10030.00   -46.50   -68.00   253.00     3.00
    246.70 10109.00   -46.50   -68.50   241.00     6.00
    222.30 10798.00   -46.50   -68.60   274.00    13.00
    200.00 11497.00   -47.60   -70.30   266.00    16.00
    150.00 13373.00   -49.30   -72.00   255.00    29.00
    130.80 14256.00   -51.30   -73.20   261.00    33.00
    117.80 14923.00   -49.20   -72.30   256.00    44.00
    100.00 15979.00   -53.50   -75.20   264.00    23.00
     76.10 17693.00   -58.10   -78.30   258.00    26.00
     72.70 17974.00   -55.90   -77.00   263.00    25.00
     71.10 18111.00   -58.90   -78.30   263.00    24.00
     70.00 18205.00   -58.90   -78.40   260.00    26.00
     59.40 19208.00   -61.80   -80.80   265.00    22.00
     53.80 19821.00   -57.60   -78.20   269.00    26.00
     50.00 20261.00   -58.20   -77.80   282.00    10.00
     39.50 21691.00   -59.20   -77.80   257.00    31.00
     38.00 21927.00   -55.10   -75.00   275.00    31.00
     37.30 22023.00   -58.30   -76.30   285.00    34.00
     36.50 22163.00   -55.40   -74.90   293.00    23.00
     34.00 22598.00   -58.80   -76.90   241.00    15.00
