
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120214/0500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    981.00   245.00    -1.90    -1.90   190.00     9.00
    925.00   716.00    -5.80    -6.00   202.00    29.00
    912.30   820.00    -6.70    -6.90   210.00    34.00
    850.00  1378.00    -7.60    -7.70   241.00    20.00
    835.50  1505.00    -8.00    -8.10   224.00    17.00
    808.90  1759.00    -4.60    -4.70   208.00    23.00
    700.00  2894.00    -8.90    -9.10   231.00    36.00
    623.40  3783.00   -12.00   -12.30   256.00    22.00
    532.80  4967.00   -19.80   -20.30   228.00    21.00
    500.00  5442.00   -23.60   -24.90   232.00    26.00
    413.40  6794.00   -34.90   -38.20   237.00    32.00
    400.00  7030.00   -36.90   -40.90   234.00    32.00
    396.80  7079.00   -37.40   -41.50   233.00    31.00
    333.70  8248.00   -48.10   -52.40   204.00    33.00
    300.00  8942.00   -54.40   -59.00   200.00    29.00
    277.80  9427.00   -58.90   -63.80   210.00    26.00
    259.90  9849.00   -53.80   -59.00   235.00    31.00
    250.00 10100.00   -54.10   -59.70   238.00    35.00
    217.30 11000.00   -51.80   -59.40   250.00    46.00
    200.00 11539.00   -53.60   -62.60   264.00    39.00
    186.60 11980.00   -54.00   -64.10   263.00    45.00
    150.00 13380.00   -54.80   -67.50   264.00    40.00
    100.00 15961.00   -57.90   -73.30   288.00    31.00
     70.00 18187.00   -62.70   -78.60   293.00    23.00
     61.80 18946.00   -63.20   -79.20   300.00    26.00
