
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111114/1700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    971.00   245.00     7.50     7.50    80.00     4.00
    925.00   650.00     6.40     6.20   144.00     8.00
    921.20   681.00     6.40     6.10   162.00    11.00
    913.90   745.00     9.20     9.10   178.00    15.00
    903.90   836.00    10.30    10.20   192.00    13.00
    865.00  1202.00     8.40     8.20   231.00    16.00
    850.00  1346.00     8.70     8.60   236.00    20.00
    831.00  1534.00     8.80     8.70   212.00    27.00
    700.00  2939.00     0.70     0.50   221.00    46.00
    613.60  3982.00    -5.50    -5.60   230.00    62.00
    612.90  3991.00    -5.50    -5.70   230.00    62.00
    602.90  4120.00    -7.80    -8.80   228.00    71.00
    600.40  4153.00    -6.00    -7.20   228.00    72.00
    594.80  4225.00    -8.80   -10.80   227.00    75.00
    593.60  4241.00    -9.00   -11.00   227.00    75.00
    589.00  4300.00    -9.40   -11.30   226.00    77.00
    586.50  4334.00    -7.50    -9.40   226.00    77.00
    574.30  4497.00   -10.60   -12.60   227.00    75.00
    558.30  4714.00   -11.90   -13.20   227.00    74.00
    555.30  4756.00   -10.40   -12.00   227.00    73.00
    552.80  4790.00   -12.40   -14.00   228.00    73.00
    534.30  5049.00   -14.10   -16.20   231.00    70.00
    510.60  5393.00   -15.00   -16.50   234.00    71.00
    500.00  5554.00   -15.90   -17.30   235.00    70.00
    435.40  6584.00   -21.90   -23.50   240.00    70.00
    428.50  6701.00   -22.80   -24.40   242.00    70.00
    400.00  7209.00   -26.70   -28.60   247.00    75.00
    361.10  7935.00   -30.70   -33.10   246.00   102.00
    300.00  9221.00   -41.70   -44.90   248.00   123.00
    297.60  9276.00   -42.20   -45.40   247.00   127.00
    250.00 10440.00   -49.60   -53.50   252.00   148.00
    219.40 11278.00   -56.80   -61.50   255.00   159.00
    201.80 11805.00   -60.40   -65.20   257.00   156.00
    200.00 11863.00   -60.30   -65.10   257.00   158.00
    190.00 12182.00   -58.80   -64.00   262.00   161.00
    166.50 12999.00   -63.10   -68.80   257.00   113.00
    152.20 13554.00   -62.60   -68.30   253.00   111.00
