
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150130/0700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    995.00     0.00    -1.00    -2.90   340.00    12.00
    925.00   843.00    -6.40    -7.80   347.00    34.00
    850.00  1495.00   -11.00   -11.40   336.00    30.00
    758.70  2350.00   -17.40   -18.20   326.00    30.00
    754.60  2389.00   -18.10   -19.10   324.00    35.00
    749.40  2441.00   -17.80   -25.30   323.00    41.00
    739.30  2544.00   -17.20   -29.80   321.00    43.00
    700.00  2957.00   -17.80   -33.20   317.00    42.00
    676.80  3207.00   -16.90   -34.40   319.00    47.00
    576.50  4394.00   -22.20   -49.80   318.00    62.00
    500.00  5415.00   -27.80   -58.10   324.00    77.00
    492.80  5520.00   -28.30   -58.40   323.00    77.00
    421.50  6620.00   -36.40   -57.50   324.00    79.00
    400.00  6977.00   -38.60   -59.60   324.00    78.00
    346.00  7960.00   -43.80   -63.70   311.00    81.00
    300.00  8912.00   -42.80   -66.10   313.00    67.00
    250.00 10129.00   -44.40   -69.80   296.00    48.00
    200.00 11599.00   -43.10   -70.50   283.00    59.00
    169.20 12706.00   -44.50   -72.30   293.00    52.00
    150.00 13490.00   -48.80   -75.00   280.00    37.00
    100.00 16028.00   -59.60   -80.60   284.00    42.00
     90.70 16623.00   -61.10   -81.40   293.00    28.00
     81.90 17233.00   -56.70   -78.10   270.00    14.00
     70.10 18184.00   -60.80   -80.90   260.00     6.00
     70.00 18184.00   -60.80   -80.90   260.00     6.00
