
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120123/0800
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0800

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    968.00   245.00     7.60     7.60   160.00    13.00
    937.30   507.00     8.70     8.60   199.00    38.00
    925.00   619.00     7.70     7.60   206.00    36.00
    894.00   897.00     4.90     4.60   202.00    41.00
    882.50  1002.00     5.80     5.60   200.00    41.00
    853.50  1275.00     4.00     3.80   211.00    37.00
    850.00  1309.00    -0.50    -0.60   213.00    36.00
    845.10  1356.00    -5.80    -6.00   215.00    36.00
    841.90  1384.00    -4.40    -4.60   216.00    36.00
    828.00  1516.00   -16.00   -16.20   221.00    38.00
    824.30  1550.00   -14.20   -14.30   224.00    39.00
    821.40  1576.00   -16.90   -17.00   224.00    39.00
    818.80  1600.00   -15.00   -15.10   227.00    38.00
    815.40  1632.00   -17.80   -17.90   227.00    39.00
    812.70  1656.00   -16.90   -17.00   226.00    39.00
    805.10  1726.00   -19.40   -19.60   223.00    42.00
    795.80  1813.00   -10.90   -11.00   224.00    43.00
    794.80  1823.00   -11.60   -11.70   224.00    43.00
    790.90  1861.00    -4.50    -4.70   225.00    43.00
