
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 090520/2100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    875.00  1159.00    30.40   -31.50     0.00     0.00
    871.80  1192.00    28.90     6.40    19.00    12.00
    865.40  1257.00    25.90     5.00    23.00    12.00
    854.20  1371.00    25.10     6.30    25.00    12.00
    850.00  1417.00    24.40     5.70    28.00    12.00
    783.20  2123.00    17.60     4.00    24.00    12.00
    712.50  2922.00    10.20     2.30   311.00    12.00
    700.00  3073.00     9.10     1.00   307.00    13.00
    690.10  3186.00     8.60    -1.70   300.00    16.00
    664.00  3504.00     5.80    -3.90   302.00    21.00
    600.50  4316.00    -1.70    -5.40   277.00    17.00
    579.40  4599.00    -3.10   -11.60   282.00    26.00
    541.40  5132.00    -6.70   -16.60   273.00    34.00
    539.80  5155.00    -7.00   -17.00   274.00    35.00
    500.00  5748.00   -12.50   -20.10   276.00    38.00
    482.80  6013.00   -14.70   -19.20   275.00    37.00
    465.30  6293.00   -15.50   -28.20   285.00    37.00
    442.30  6674.00   -18.30   -34.00   283.00    37.00
    400.00  7417.00   -23.80   -32.10   276.00    42.00
    396.80  7472.00   -24.10   -32.40   277.00    41.00
    372.90  7921.00   -28.50   -35.90   278.00    40.00
    329.90  8789.00   -34.80   -44.00   267.00    52.00
    300.00  9448.00   -39.10   -55.50   261.00    46.00
    290.00  9677.00   -40.80   -59.30   259.00    43.00
    285.30  9787.00   -41.90   -60.80   260.00    44.00
    250.00 10668.00   -49.60   -68.20   266.00    51.00
    221.90 11439.00   -55.40   -73.20   273.00    53.00
    200.00 12098.00   -59.00   -75.00   279.00    59.00
    163.70 13329.00   -66.40   -80.50   270.00    42.00
    159.20 13499.00   -65.40   -79.80   266.00    31.00
    155.20 13652.00   -57.30   -73.80   259.00    21.00
    150.00 13875.00   -58.50   -74.80   259.00    13.00
    126.60 14916.00   -64.60   -80.40   283.00    37.00
    115.80 15462.00   -60.90   -78.50   281.00    39.00
    108.00 15893.00   -64.00   -80.50   286.00    35.00
    100.00 16371.00   -62.60   -80.00   270.00    16.00
     85.70 17310.00   -65.00   -82.20   267.00    19.00
