
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 101015/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
   1062.40   499.00    11.20     1.70   353.00    18.00
   1000.70  1020.00     5.80     0.00   352.00    15.00
   1000.00   272.00    19.60     6.90   354.00    17.00
    987.00  1169.00    22.00     8.20   270.00     5.00
    984.60  1151.00     4.70    -0.10   348.00    16.00
    953.70  1411.00     2.80    -2.80   355.00    18.00
    937.20  1552.00     2.70    -3.10   350.00    20.00
    925.00  1660.00     2.90    -4.90   348.00    18.00
    876.50  2094.00     3.00   -14.70   344.00    19.00
    859.20  2254.00     2.30   -17.60   346.00    19.00
    850.00  2342.00     1.70   -18.60   340.00    22.00
    769.20  3136.00    -4.60   -25.00   350.00    27.00
    712.70  3735.00    -6.90   -36.60   355.00    34.00
    700.00  3879.00    -6.40   -38.40   354.00    35.00
    689.80  3989.00    -6.50   -40.30   355.00    36.00
    664.70  4279.00    -6.10   -38.00   354.00    46.00
    604.20  5018.00   -11.10   -24.50   346.00    54.00
    535.90  5931.00   -15.70   -34.90   352.00    70.00
    500.00  6454.00   -18.90   -36.80   345.00    78.00
    490.50  6593.00   -19.30   -37.60   341.00    76.00
    400.00  8074.00   -31.90   -51.00   345.00    80.00
    300.00 10039.00   -47.50   -63.90   341.00    89.00
    250.00 11215.00   -56.50   -72.10   338.00    85.00
    224.50 11892.00   -59.90   -75.30   328.00    80.00
    200.00 12613.00   -61.20   -76.60   323.00    79.00
    191.90 12870.00   -61.40   -76.80   322.00    72.00
    175.70 13421.00   -58.70   -74.90   332.00    67.00
    150.00 14407.00   -60.80   -77.00   309.00    61.00
    144.90 14620.00   -61.60   -77.70   316.00    63.00
    139.70 14848.00   -59.60   -76.40   321.00    52.00
    122.90 15643.00   -62.30   -78.50   311.00    42.00
    100.00 16929.00   -60.20   -77.20   311.00    38.00
     81.00 18231.00   -62.80   -79.50   313.00    24.00
     70.00 19146.00   -58.30   -76.40   326.00    14.00
     67.40 19385.00   -58.20   -76.30   265.00    16.00
