
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 131211/2200
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2200

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    998.00   245.00    -7.20   -11.00   335.00     4.00
    987.50   330.00    -8.10   -15.00   303.00    13.00
    925.00   838.00   -12.90   -17.00   314.00    17.00
    858.00  1401.00   -17.70   -19.90   298.00    17.00
    850.00  1474.00   -18.30   -21.20   303.00    19.00
    849.80  1474.00   -18.30   -21.20   303.00    19.00
    848.10  1488.00   -18.30   -21.40   304.00    19.00
    835.40  1601.00   -18.10   -29.70   309.00    25.00
    816.80  1769.00   -17.90   -34.50   308.00    33.00
    737.30  2531.00   -19.60   -44.60   287.00    41.00
    711.00  2800.00   -20.90   -47.50   290.00    45.00
    700.00  2917.00   -21.40   -46.10   290.00    47.00
    558.20  4557.00   -29.40   -52.30   280.00    71.00
    500.00  5341.00   -35.10   -52.20   281.00    75.00
    499.50  5341.00   -35.10   -52.20   281.00    75.00
    493.50  5424.00   -35.30   -51.30   282.00    80.00
    434.30  6313.00   -35.90   -60.70   274.00   120.00
    415.40  6622.00   -37.40   -63.80   270.00   121.00
    400.00  6885.00   -38.60   -63.20   268.00   132.00
    395.50  6959.00   -38.90   -61.20   268.00   134.00
    329.30  8195.00   -45.60   -63.60   265.00   145.00
    301.60  8776.00   -50.00   -66.70   270.00   144.00
    300.00  8815.00   -48.30   -65.40   270.00   143.00
    280.70  9246.00   -48.30   -65.70   269.00   132.00
    250.00 10007.00   -51.30   -69.20   265.00   128.00
    233.40 10452.00   -51.60   -71.00   265.00   124.00
    205.40 11284.00   -49.30   -71.90   268.00   117.00
    200.00 11457.00   -50.10   -72.90   266.00   117.00
    150.00 13322.00   -56.30   -78.90   265.00   211.00
    148.40 13387.00   -56.40   -79.00   265.00   211.00
    100.00 15897.00   -59.10   -81.10   264.00    95.00
     70.00 18152.00   -60.90   -82.10   263.00    94.00
     61.90 18902.00   -62.40   -83.40   263.00    93.00
