
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111129/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    978.00   245.00     5.50     2.80    10.00    15.00
    925.00   701.00     0.90    -1.00     3.00    39.00
    881.60  1081.00    -2.60    -4.00    10.00    38.00
    850.00  1373.00    -4.70    -5.50    13.00    37.00
    826.50  1589.00    -6.10    -6.30    19.00    37.00
    819.10  1660.00    -5.30    -5.50    28.00    38.00
    812.00  1730.00    -1.40    -9.80    26.00    38.00
    808.50  1764.00    -1.40   -12.90    24.00    38.00
    793.30  1915.00    -1.40   -20.60    21.00    39.00
    782.20  2028.00    -1.80   -24.70    24.00    38.00
    736.20  2506.00    -4.20   -10.70    19.00    41.00
    715.90  2727.00    -5.20   -13.20    14.00    43.00
    700.00  2909.00    -4.80    -8.00    14.00    44.00
    699.00  2915.00    -4.80    -8.00    14.00    44.00
    536.70  4956.00   -13.90   -14.10    33.00    20.00
    534.90  4981.00   -14.20   -14.30    33.00    20.00
    500.00  5491.00   -17.60   -18.10    42.00    16.00
    457.80  6145.00   -22.30   -23.40    22.00    16.00
    400.00  7124.00   -30.40   -32.30    10.00    12.00
    309.90  8878.00   -45.20   -49.10    91.00    29.00
    305.70  8969.00   -45.50   -49.40   102.00    33.00
    300.00  9106.00   -43.30   -47.60   119.00    31.00
    298.10  9137.00   -43.20   -47.50   121.00    30.00
    271.10  9771.00   -47.80   -53.70   156.00    10.00
    251.80 10258.00   -46.10   -53.00   159.00    13.00
    250.00 10307.00   -46.50   -53.40   165.00    11.00
    235.20 10709.00   -48.40   -56.00   136.00     4.00
    219.00 11184.00   -44.10   -52.50   188.00    29.00
    200.00 11789.00   -48.30   -57.90   204.00    25.00
    197.10 11885.00   -49.00   -58.80   200.00    25.00
    196.10 11917.00   -48.50   -58.50   199.00    27.00
    186.60 12243.00   -47.90   -58.60   204.00    34.00
    150.00 13666.00   -54.00   -67.70   217.00    30.00
    132.50 14458.00   -57.40   -71.90   218.00    27.00
    100.00 16221.00   -60.40   -76.90   245.00    33.00
     77.60 17790.00   -63.50   -80.70   248.00    19.00
     75.30 17977.00   -61.40   -79.20   217.00    13.00
     70.40 18393.00   -63.20   -81.20   231.00    25.00
     70.00 18430.00   -62.40   -80.50   235.00    26.00
     68.10 18598.00   -60.00   -78.50   245.00    27.00
     65.50 18837.00   -61.50   -80.00   267.00    23.00
