
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 101105/0100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    989.40   141.00     6.10     2.60   302.00    14.00
    978.00   234.00     7.50     4.80   360.00     9.00
    959.20   395.00     7.40     4.30   354.00     7.00
    940.60   556.00     6.40     3.50     4.00    12.00
    936.60   591.00     7.60     4.40     5.00    13.00
    934.30   611.00     6.40     3.30     6.00    14.00
    925.00   693.00     6.50     3.60     8.00    17.00
    874.10  1157.00     6.90     4.40    12.00    33.00
    872.30  1174.00     6.00     3.20    12.00    34.00
    862.80  1264.00     0.70     0.50    12.00    37.00
    850.90  1377.00    -3.20    -3.30    14.00    37.00
    850.00  1388.00    -3.20    -3.40    14.00    37.00
    800.10  1862.00    -6.40    -6.50    12.00    27.00
    791.10  1950.00    -5.40    -5.50    16.00    25.00
    772.70  2133.00    -8.00    -8.10    12.00    28.00
    769.00  2171.00    -8.40    -8.80    10.00    28.00
    706.20  2828.00   -12.60   -14.60     5.00    23.00
    700.00  2896.00   -13.10   -15.20     2.00    23.00
    593.90  4126.00   -21.50   -23.60     5.00     8.00
    544.70  4757.00   -27.10   -28.70    29.00     6.00
    500.00  5369.00   -32.30   -35.30    76.00     6.00
    436.90  6303.00   -40.10   -44.30   286.00    10.00
    400.00  6903.00   -44.40   -49.30   321.00    10.00
    375.30  7327.00   -46.20   -51.70   348.00    10.00
    321.00  8363.00   -47.40   -55.00   324.00    18.00
    316.00  8467.00   -45.40   -53.40   326.00    21.00
    307.10  8657.00   -44.60   -52.80   317.00    16.00
    300.00  8818.00   -45.20   -53.50   334.00    14.00
    274.30  9414.00   -43.00   -52.60   315.00    15.00
    262.10  9720.00   -43.00   -52.90   314.00     7.00
    250.00 10038.00   -44.30   -54.20   251.00    14.00
    200.00 11537.00   -44.20   -54.70   262.00    17.00
    175.00 12424.00   -44.60   -55.60   239.00    26.00
    150.00 13449.00   -48.00   -59.50   241.00    36.00
    148.00 13536.00   -48.10   -59.60   245.00    35.00
    127.90 14500.00   -46.10   -58.10   257.00    24.00
    117.10 15082.00   -50.60   -62.60   205.00    15.00
    100.00 16110.00   -53.80   -65.80   268.00    14.00
     89.70 16796.00   -58.10   -69.60   247.00    14.00
     83.30 17260.00   -54.80   -67.10   256.00    16.00
     70.00 18375.00   -56.50   -68.20     3.00     2.00
     65.70 18774.00   -58.00   -69.50   149.00     0.00
