
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150409/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    975.00   219.00    21.90    17.70   190.00     6.00
    969.20   311.00    22.30    16.40   221.00    22.00
    925.00   720.00    17.90    14.40   219.00    36.00
    876.10  1170.00    13.80    12.40   230.00    40.00
    850.00  1426.00    12.50    10.80   240.00    43.00
    803.90  1888.00     9.30     8.60   244.00    49.00
    791.60  2018.00     7.90     5.70   243.00    48.00
    786.40  2073.00     8.60     5.60   242.00    46.00
    781.30  2123.00     8.30     7.70   241.00    47.00
    764.60  2301.00     7.40     7.00   237.00    49.00
    761.40  2332.00     5.40     3.10   236.00    48.00
    761.30  2340.00     5.40     3.00   236.00    48.00
    700.00  3020.00     1.90     0.00   236.00    48.00
    686.40  3180.00     1.10    -0.20   238.00    46.00
    593.90  4330.00    -5.10   -10.40   235.00    49.00
    549.30  4940.00    -8.90   -11.50   238.00    48.00
    500.00  5662.00   -12.30   -17.70   244.00    47.00
    497.10  5704.00   -12.50   -18.30   243.00    46.00
    479.90  5967.00   -14.50   -20.60   236.00    42.00
    451.40  6430.00   -17.90   -21.60   232.00    46.00
    423.40  6905.00   -20.90   -29.90   236.00    54.00
    400.00  7308.00   -24.30   -33.20   233.00    51.00
    338.20  8499.00   -34.50   -42.10   226.00    57.00
    335.40  8561.00   -35.30   -43.50   227.00    58.00
    324.40  8791.00   -36.70   -52.90   227.00    61.00
    307.40  9147.00   -39.20   -59.70   223.00    61.00
    300.00  9320.00   -40.00   -59.90   216.00    62.00
    283.10  9705.00   -43.00   -60.40   212.00    67.00
    259.80 10271.00   -48.30   -56.00   210.00    65.00
    250.00 10526.00   -50.20   -59.30   210.00    65.00
    200.00 11919.00   -61.30   -69.20   216.00    56.00
    173.70 12769.00   -66.10   -74.20   232.00    55.00
    158.20 13326.00   -67.40   -75.40   228.00    58.00
    152.00 13572.00   -61.20   -70.80   240.00    57.00
    150.00 13650.00   -61.20   -71.10   243.00    55.00
    116.50 15190.00   -58.60   -76.90   234.00    45.00
    111.50 15456.00   -54.00   -74.60   246.00    42.00
    100.00 16135.00   -56.60   -77.70   254.00    42.00
     86.70 17010.00   -55.30   -76.90   268.00    18.00
     78.70 17593.00   -58.80   -79.50   251.00    16.00
     70.00 18304.00   -59.00   -79.70   254.00    27.00
     53.70 19875.00   -58.60   -79.60    52.00    14.00
     50.00 20305.00   -60.30   -80.00   131.00    12.00
     48.10 20512.00   -61.60   -81.10   182.00    10.00
     46.90 20690.00   -59.60   -79.80   232.00    16.00
