
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 130226/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    970.00   214.00     0.50    -1.10    90.00     9.00
    925.00   626.00    -2.20    -2.90    88.00    38.00
    906.50   781.00    -2.90    -3.10    94.00    45.00
    880.90  1010.00     0.90     0.70   118.00    47.00
    850.00  1299.00     0.90     0.70   145.00    32.00
    736.20  2447.00    -1.90    -2.10   132.00    35.00
    700.00  2847.00    -3.20    -3.70   130.00    35.00
    693.00  2927.00    -3.40    -3.60   134.00    32.00
    605.90  3976.00    -8.90   -10.10   152.00    34.00
    500.00  5431.00   -18.40   -20.60   142.00    40.00
    456.20  6101.00   -22.30   -24.60   116.00    40.00
    400.00  7053.00   -29.90   -32.50   110.00    49.00
    363.30  7725.00   -35.40   -37.70   112.00    54.00
    300.00  9009.00   -47.00   -51.30   125.00    61.00
    285.60  9324.00   -50.10   -54.60   128.00    69.00
    250.00 10185.00   -53.70   -63.30   137.00    78.00
    237.50 10506.00   -55.30   -65.30   144.00    80.00
    206.30 11401.00   -52.00   -65.30   183.00    38.00
    200.00 11606.00   -51.80   -65.30   179.00    34.00
    191.70 11874.00   -50.70   -65.00   186.00    46.00
    169.60 12654.00   -53.50   -69.00   184.00    19.00
    150.00 13442.00   -52.20   -67.80   198.00    29.00
    135.80 14076.00   -51.80   -67.00   223.00    22.00
    100.00 16005.00   -56.30   -71.60   211.00    23.00
     89.50 16686.00   -60.40   -75.10   214.00    24.00
     70.00 18190.00   -61.50   -75.90   231.00    23.00
     54.00 19760.00   -63.90   -77.80   242.00    24.00
     50.00 20205.00   -61.30   -75.60   252.00    30.00
     48.60 20376.00   -60.20   -74.60   268.00    26.00
     42.40 21202.00   -60.30   -74.90   271.00    23.00
     42.00 21265.00   -60.70   -75.50   272.00    22.00
     34.70 22389.00   -60.70   -74.70   228.00    40.00
