
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100224/2300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    984.00   250.00    -0.80    -2.70   320.00     8.00
    976.90   304.00    -4.20    -6.00   319.00    15.00
    936.00   640.00    -7.10    -7.40   325.00    23.00
    925.00   737.00    -7.30    -8.00   323.00    23.00
    850.00  1388.00   -11.10   -11.30     1.00    18.00
    842.80  1452.00   -11.60   -11.80     2.00    17.00
    808.30  1771.00   -13.10   -13.50    14.00    23.00
    700.00  2855.00   -21.50   -23.50    36.00    20.00
    627.90  3641.00   -27.80   -30.10    14.00    23.00
    625.50  3668.00   -28.00   -30.30    13.00    22.00
    584.90  4150.00   -28.30   -36.00   351.00    18.00
    575.90  4261.00   -29.20   -37.50   353.00    18.00
    500.00  5259.00   -35.90   -46.80   349.00    20.00
    433.10  6241.00   -41.70   -54.30   334.00    26.00
    412.60  6568.00   -43.60   -55.80   338.00    22.00
    400.00  6780.00   -43.90   -56.20   328.00    24.00
    347.20  7720.00   -47.00   -60.50   325.00    24.00
    300.00  8696.00   -45.10   -60.40   314.00    25.00
    250.00  9916.00   -44.00   -60.90   302.00    27.00
    200.00 11410.00   -44.90   -62.20   288.00    35.00
    185.80 11900.00   -43.80   -61.40   291.00    36.00
    150.00 13330.00   -45.00   -62.30   277.00    31.00
    147.70 13434.00   -45.00   -62.40   273.00    33.00
    121.90 14702.00   -49.80   -66.70   275.00    36.00
    100.00 16004.00   -48.90   -66.00   286.00    21.00
     87.70 16852.00   -52.80   -69.30   274.00    24.00
     70.00 18311.00   -53.00   -69.90   282.00    17.00
     69.10 18391.00   -53.00   -69.90   249.00    17.00
