
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150409/2400
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2400

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    974.00   219.00    21.00    17.00   200.00    14.00
    970.20   300.00    22.80    15.60   208.00    18.00
    969.30   310.00    22.70    15.60   209.00    18.00
    925.00   714.00    19.30    13.70   208.00    37.00
    854.70  1379.00    13.30    10.90   216.00    40.00
    850.00  1429.00    13.00    10.60   217.00    40.00
    837.20  1555.00    12.10     9.80   222.00    40.00
    773.60  2217.00    10.10     3.50   230.00    43.00
    771.90  2236.00     9.90     3.30   230.00    44.00
    700.00  3041.00     3.30     0.30   242.00    42.00
    683.60  3206.00     1.60    -0.80   241.00    42.00
    649.40  3619.00     1.30   -15.30   247.00    51.00
    553.30  4878.00   -10.70   -17.00   244.00    49.00
    544.80  4994.00   -10.60   -26.60   247.00    48.00
    533.80  5150.00    -9.90   -34.30   249.00    45.00
    519.90  5353.00   -10.90   -35.40   248.00    48.00
    500.00  5654.00   -13.30   -36.80   248.00    47.00
    427.80  6807.00   -22.10   -45.00   244.00    49.00
    400.00  7296.00   -25.80   -47.90   239.00    51.00
    350.70  8224.00   -32.20   -53.90   232.00    56.00
    300.00  9297.00   -41.50   -60.00   228.00    60.00
    250.00 10489.00   -50.10   -64.90   234.00    65.00
    200.00 11889.00   -60.60   -71.50   231.00    49.00
    196.50 11998.00   -61.40   -71.80   225.00    48.00
    181.90 12467.00   -62.80   -72.50   231.00    59.00
    161.10 13204.00   -64.10   -74.60   230.00    53.00
    152.20 13544.00   -60.10   -72.70   247.00    51.00
    150.00 13635.00   -59.90   -73.00   241.00    47.00
    100.00 16129.00   -55.20   -76.60   266.00    39.00
     70.00 18311.00   -58.70   -79.60   317.00    15.00
     51.50 20145.00   -62.30   -81.70   145.00    12.00
     50.00 20319.00   -61.60   -81.20   201.00    16.00
     36.80 22026.00   -58.40   -79.80    93.00    15.00
