
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 101204/1400
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1400

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    986.00   248.00    -0.30    -1.50   285.00     2.00
    966.10   524.00    -3.20    -3.80   100.00    10.00
    946.50   575.00    -3.70    -4.00   109.00    11.00
    925.00   758.00    -4.70    -4.80   121.00    19.00
    854.60  1376.00    -7.90    -8.10    91.00    20.00
    850.00  1419.00    -7.90    -8.20    88.00    19.00
    781.20  2075.00    -7.70    -7.80   329.00     8.00
    700.00  2922.00   -12.00   -12.40   285.00     6.00
    687.90  3055.00   -12.60   -13.10   299.00     6.00
    642.30  3579.00   -13.50   -14.00   298.00     7.00
    519.10  5171.00   -22.50   -23.60   284.00    43.00
    505.80  5359.00   -23.70   -24.90   283.00    40.00
    500.00  5447.00   -24.40   -25.70   276.00    39.00
    423.60  6626.00   -34.80   -37.30   282.00    40.00
    412.20  6815.00   -36.30   -40.20   283.00    47.00
    400.00  7030.00   -37.10   -42.30   283.00    53.00
    378.70  7401.00   -38.20   -45.30   282.00    62.00
    343.30  8072.00   -40.10   -48.70   282.00    81.00
    310.70  8749.00   -43.10   -52.70   285.00    77.00
    300.00  8989.00   -44.00   -53.70   286.00    74.00
    268.60  9720.00   -47.20   -57.40   287.00    80.00
    250.00 10197.00   -47.70   -58.20   286.00    78.00
    200.00 11672.00   -48.20   -59.10   295.00    64.00
    150.00 13554.00   -51.80   -63.00   296.00    56.00
    113.80 15323.00   -52.80   -63.70   304.00    56.00
    100.00 16155.00   -56.80   -67.30   306.00    39.00
     70.00 18384.00   -62.20   -72.30   321.00    27.00
     69.40 18433.00   -62.00   -72.00   323.00    27.00
