
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100202/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    985.00   253.00     0.00    -4.10   160.00     1.00
    953.10   517.00    -2.60    -4.30   245.00     3.00
    925.00   756.00    -3.80    -8.60   268.00    10.00
    917.30   820.00    -4.00    -9.40   261.00     9.00
    860.90  1318.00    -7.00    -8.70   252.00    14.00
    850.00  1420.00    -7.80    -9.90   252.00    16.00
    840.20  1507.00    -8.50   -10.80   254.00    16.00
    835.70  1549.00    -8.40   -11.80   256.00    18.00
    811.50  1776.00    -9.40   -11.50   265.00    22.00
    789.60  1989.00    -7.70    -7.90   258.00    25.00
    706.90  2841.00   -11.90   -14.00   280.00    27.00
    700.00  2917.00   -12.50   -14.80   281.00    27.00
    664.30  3314.00   -15.40   -17.40   281.00    28.00
    607.30  3985.00   -20.10   -26.50   283.00    34.00
    568.00  4478.00   -23.90   -30.10   279.00    31.00
    500.00  5400.00   -30.00   -36.30   266.00    37.00
    476.90  5732.00   -32.40   -38.60   268.00    38.00
    436.40  6351.00   -37.80   -44.00   266.00    41.00
    405.00  6859.00   -42.40   -50.00   260.00    45.00
    400.00  6945.00   -42.30   -50.40   261.00    44.00
    375.80  7369.00   -39.50   -52.20   268.00    49.00
    346.70  7919.00   -40.90   -56.70   267.00    55.00
    337.70  8098.00   -41.00   -57.30   267.00    52.00
    318.00  8503.00   -43.40   -60.00   266.00    56.00
    300.00  8898.00   -43.20   -60.20   267.00    53.00
    250.00 10119.00   -43.50   -61.20   264.00    43.00
    238.30 10436.00   -45.50   -63.20   264.00    54.00
    200.00 11618.00   -44.30   -62.10   257.00    57.00
    178.00 12396.00   -42.50   -61.10   258.00    60.00
    150.00 13541.00   -48.40   -67.20   274.00    42.00
    130.30 14454.00   -53.80   -72.30   261.00    46.00
    100.00 16145.00   -56.40   -75.80   273.00    35.00
     70.00 18404.00   -58.80   -77.70   296.00    14.00
     65.70 18801.00   -56.90   -76.70   270.00     9.00
