
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150227/0100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    995.00   219.00    -9.00   -13.80   360.00     8.00
    925.00   815.00   -14.50   -17.00   358.00    20.00
    850.00  1443.00   -19.50   -21.60   353.00    22.00
    792.10  1960.00   -23.50   -25.00   327.00    22.00
    791.50  1965.00   -23.50   -25.00   325.00    22.00
    776.40  2106.00   -22.40   -26.90   325.00    16.00
    765.30  2214.00   -21.20   -33.90   327.00    13.00
    759.20  2271.00   -21.30   -38.40   327.00    13.00
    738.50  2476.00   -21.80   -43.30   282.00    22.00
    718.20  2679.00   -22.40   -40.80   286.00    18.00
    700.00  2873.00   -23.60   -42.30   287.00    17.00
    620.90  3735.00   -27.50   -47.40   269.00    30.00
    613.10  3829.00   -27.80   -45.20   274.00    30.00
    582.40  4161.00   -30.50   -42.10   268.00    29.00
    558.50  4470.00   -32.30   -49.60   270.00    27.00
    528.90  4843.00   -34.90   -38.50   262.00    36.00
    513.30  5055.00   -34.20   -48.70   264.00    39.00
    500.00  5248.00   -33.90   -56.40   262.00    50.00
    491.30  5356.00   -34.00   -58.70   264.00    54.00
    476.50  5573.00   -34.10   -60.20   258.00    44.00
    400.00  6760.00   -43.10   -63.20   261.00    50.00
    386.60  6998.00   -44.70   -64.00   248.00    55.00
    358.10  7508.00   -47.00   -66.60   255.00    55.00
    300.00  8664.00   -48.90   -69.70   245.00    55.00
    271.00  9322.00   -49.90   -70.70   255.00    60.00
    250.00  9855.00   -48.00   -71.80   258.00    63.00
    236.90 10222.00   -47.00   -73.20   257.00    67.00
    200.00 11318.00   -46.60   -76.50   251.00    59.00
    150.00 13180.00   -49.00   -79.60   263.00    66.00
    149.20 13221.00   -49.20   -79.40   263.00    66.00
    132.30 13994.00   -46.50   -78.80   260.00    58.00
    100.00 15799.00   -53.40   -82.20   263.00    74.00
     95.60 16082.00   -50.20   -81.10   276.00    51.00
     88.40 16562.00   -50.00   -80.90   266.00    35.00
