
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 110220/1400
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1400

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
   1038.70   153.00     1.20    -0.70   198.00    31.00
   1032.20   205.00     1.10    -1.10   194.00    30.00
   1023.00   251.00    33.00    33.00   349.00    10.00
   1014.20   441.00    -0.30    -0.40   195.00    26.00
   1013.20   361.00     0.80     0.70   182.00    30.00
   1006.30   418.00     0.70     0.60   177.00    30.00
   1000.00   462.00    19.90    18.60   150.00    24.00
    955.10  1134.00    -0.70    -0.90   205.00    21.00
    925.00  1397.00     0.90     0.80   209.00    24.00
    890.10  1470.00     1.80     1.70   216.00    27.00
    850.00  1762.00     0.50     0.40   220.00    26.00
    805.30  2190.00    -0.20    -0.40   230.00    17.00
