
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120211/0300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    985.00   245.00    -4.10    -5.70   360.00    13.00
    925.00   740.00    -8.80    -8.90   357.00    34.00
    911.90   847.00    -9.80    -9.90   355.00    37.00
    850.00  1390.00   -13.80   -13.90   351.00    41.00
    786.40  1972.00   -17.90   -18.30   341.00    38.00
    761.60  2212.00   -17.10   -17.40   316.00    24.00
    723.70  2593.00   -20.00   -20.40   315.00    22.00
    711.00  2724.00   -19.00   -19.50   302.00    22.00
    700.00  2845.00   -19.40   -20.20   284.00    25.00
    699.00  2851.00   -19.40   -20.20   283.00    25.00
    676.80  3089.00   -21.90   -23.70   274.00    25.00
    645.30  3440.00   -22.20   -25.90   256.00    27.00
    593.80  4045.00   -27.30   -31.90   248.00    20.00
    546.90  4639.00   -27.10   -36.20   261.00    40.00
    541.50  4710.00   -27.80   -37.40   258.00    40.00
    500.00  5282.00   -32.40   -43.70   253.00    47.00
    454.60  5949.00   -37.00   -48.90   253.00    43.00
