
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120223/2200
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2200

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    967.00   245.00     3.70     3.70    60.00     7.00
    956.80   332.00     2.10     1.60    98.00    17.00
    925.00   610.00     2.10     1.30   114.00    20.00
    921.90   632.00     2.10     1.20   114.00    19.00
    854.00  1246.00    -0.70    -3.80    99.00    19.00
    850.00  1288.00    -0.90    -3.80    98.00    18.00
    789.40  1872.00    -3.70    -4.10   165.00    14.00
    786.00  1906.00    -3.50    -3.70   171.00    15.00
    742.00  2362.00    -2.90    -3.00   233.00    30.00
    700.00  2827.00    -5.60    -5.70   229.00    48.00
    676.80  3086.00    -6.10    -6.90   233.00    53.00
    673.50  3124.00    -7.50    -8.30   234.00    53.00
    625.80  3693.00   -10.20   -10.80   251.00    47.00
    548.40  4696.00   -17.90   -18.60   254.00    51.00
    503.00  5337.00   -21.90   -28.70   251.00    60.00
    500.00  5388.00   -22.20   -29.00   252.00    58.00
    490.70  5518.00   -23.10   -29.90   252.00    59.00
    400.00  6987.00   -34.50   -38.10   254.00    67.00
    396.50  7041.00   -34.90   -38.40   253.00    68.00
    316.00  8586.00   -46.50   -51.30   251.00   119.00
    300.00  8933.00   -46.90   -51.80   253.00   130.00
    250.00 10129.00   -51.50   -57.90   255.00   133.00
    203.60 11446.00   -55.80   -63.60   271.00   114.00
    200.10 11558.00   -55.70   -63.60   275.00   107.00
    200.00 11564.00   -55.70   -63.60   275.00   106.00
    183.30 12118.00   -53.10   -61.20   266.00    81.00
    157.20 13099.00   -56.30   -65.00   259.00    93.00
    150.00 13403.00   -53.80   -62.90   269.00    86.00
    140.20 13836.00   -51.70   -60.60   268.00    87.00
    100.00 15995.00   -57.80   -67.80   261.00    60.00
     70.00 18227.00   -61.10   -70.50   274.00    60.00
     63.90 18796.00   -61.90   -71.70   286.00    37.00
