
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 140122/0100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    992.00   245.00   -12.20   -13.20   190.00     3.00
    985.60   294.00   -12.00   -14.60   279.00     2.00
    925.00   777.00   -15.50   -17.90     2.00     5.00
    850.00  1413.00   -20.00   -21.40   349.00    20.00
    814.90  1720.00   -22.70   -24.30   355.00    20.00
    806.90  1792.00   -21.20   -27.00   349.00    20.00
    795.80  1895.00   -20.20   -28.90   345.00    20.00
    778.90  2054.00   -19.90   -38.50   351.00    15.00
    760.60  2230.00   -19.80   -45.30   359.00    13.00
    750.70  2327.00   -19.70   -45.70   353.00    14.00
    700.00  2847.00   -22.10   -51.80   319.00    20.00
    681.50  3039.00   -22.90   -52.60   330.00    23.00
    659.70  3278.00   -23.10   -32.70   326.00    23.00
    625.60  3665.00   -25.30   -36.30   315.00    27.00
    621.30  3715.00   -24.90   -35.90   317.00    24.00
    600.80  3960.00   -23.40   -47.60   324.00    23.00
    559.10  4483.00   -26.60   -35.90   322.00    30.00
    558.80  4487.00   -26.60   -35.90   323.00    30.00
    545.50  4661.00   -26.20   -43.60   328.00    34.00
    537.10  4773.00   -26.30   -35.80   327.00    40.00
    531.70  4845.00   -26.70   -33.30   327.00    41.00
    500.00  5291.00   -29.80   -34.30   324.00    39.00
    495.20  5354.00   -30.20   -34.30   319.00    40.00
    448.60  6052.00   -34.50   -38.30   318.00    42.00
    400.00  6842.00   -40.80   -44.60   309.00    44.00
    389.40  7025.00   -42.30   -45.90   311.00    48.00
    315.90  8403.00   -54.00   -57.40   315.00    45.00
    313.90  8443.00   -53.90   -57.40   314.00    46.00
    300.00  8740.00   -55.10   -59.40   315.00    53.00
    293.20  8879.00   -56.00   -60.50   312.00    53.00
    272.40  9351.00   -51.80   -59.00   316.00    54.00
    250.00  9912.00   -51.50   -62.90   313.00    62.00
    212.60 10964.00   -48.60   -68.50   314.00    64.00
    200.00 11369.00   -49.70   -72.10   311.00    69.00
    150.00 13246.00   -50.30   -77.80   308.00    63.00
    100.00 15867.00   -54.00   -81.10   310.00    58.00
     96.40 16096.00   -53.00   -80.60   301.00    56.00
