
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120117/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    974.00   245.00     2.90     2.40   320.00    19.00
    969.60   280.00    -1.30    -2.20   312.00    24.00
    933.00   585.00    -3.90    -4.10   321.00    36.00
    925.00   660.00    -4.30    -4.40   321.00    37.00
    885.20   999.00    -6.00    -6.10   329.00    41.00
    874.10  1098.00    -3.90    -4.00   325.00    29.00
    850.00  1318.00    -4.90    -5.00   306.00    31.00
    784.60  1947.00    -6.90    -7.10   279.00    32.00
    767.40  2119.00    -5.90    -6.00   274.00    43.00
    706.80  2760.00    -9.80   -10.30   270.00    42.00
    703.80  2792.00   -10.20   -10.90   270.00    45.00
    700.00  2839.00    -9.30   -10.30   269.00    50.00
    697.40  2863.00    -9.20   -10.50   269.00    51.00
    691.10  2933.00    -9.70   -11.60   269.00    57.00
    674.50  3120.00   -11.50   -18.80   266.00    67.00
    639.50  3526.00   -14.30   -24.60   263.00    71.00
    594.70  4073.00   -18.10   -29.50   264.00    74.00
    584.90  4197.00   -18.30   -29.40   260.00    80.00
    550.30  4653.00   -16.80   -35.50   252.00    95.00
    527.70  4966.00   -18.50   -41.20   250.00   102.00
    500.00  5372.00   -19.40   -44.50   249.00    99.00
    493.80  5461.00   -19.40   -44.80   247.00   102.00
    422.30  6607.00   -27.60   -54.80   247.00   114.00
