
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120507/0400
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0400

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    981.00   245.00    20.80    15.70    50.00     3.00
    933.40   674.00    21.10    14.30   198.00     3.00
    925.00   755.00    20.20    13.00   214.00     7.00
    887.70  1107.00    18.40    10.40   195.00    22.00
    873.10  1249.00    19.40     9.40   201.00    27.00
    850.00  1481.00    17.80     7.90   209.00    24.00
    812.20  1867.00    15.50     5.00   227.00    20.00
    759.90  2427.00    10.40     8.50   241.00    20.00
    748.20  2557.00     9.60     8.30   252.00    19.00
    700.00  3108.00     5.50     4.40   268.00    22.00
    643.70  3789.00     2.10    -1.00   289.00    22.00
    630.90  3951.00     0.70    -2.80   287.00    21.00
    557.20  4935.00    -6.70    -8.80   290.00    23.00
    528.60  5347.00    -7.80   -14.80   278.00    26.00
    500.00  5788.00   -10.60   -17.00   292.00    27.00
    496.70  5828.00   -10.90   -17.20   288.00    28.00
    494.80  5857.00   -11.00   -17.20   285.00    28.00
    488.80  5951.00    -9.70   -19.10   278.00    30.00
    480.90  6078.00   -10.80   -23.10   277.00    31.00
    457.10  6465.00   -14.10   -28.00   287.00    28.00
    404.00  7388.00   -21.90   -29.20   253.00    28.00
    400.40  7453.00   -22.40   -29.30   253.00    27.00
    400.00  7464.00   -22.50   -29.40   253.00    27.00
    389.20  7661.00   -24.20   -34.30   254.00    27.00
    376.40  7904.00   -25.30   -29.70   263.00    28.00
    362.50  8176.00   -27.60   -30.50   246.00    36.00
    335.70  8725.00   -31.30   -39.10   252.00    33.00
    300.00  9517.00   -37.20   -41.00   247.00    30.00
    281.90  9939.00   -40.90   -44.50   249.00    29.00
    250.00 10747.00   -48.00   -51.90   247.00    31.00
    200.00 12174.00   -60.20   -65.30   242.00    41.00
    184.80 12663.00   -64.30   -69.70   250.00    45.00
    155.70 13702.00   -67.80   -73.70   276.00    61.00
    150.00 13933.00   -62.60   -68.60   284.00    37.00
    149.60 13945.00   -62.50   -68.50   284.00    36.00
    121.90 15205.00   -62.60   -68.90   317.00    26.00
