
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100129/2300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    999.00   253.00    -6.00   -13.30   360.00     3.00
    993.60   293.00    -7.50   -11.10    30.00    12.00
    991.60   309.00    -8.30   -11.90    28.00    12.00
    925.00   846.00   -13.30   -14.50    24.00    13.00
    885.10  1178.00   -16.30   -16.50    17.00    13.00
    880.60  1216.00   -16.30   -16.40    11.00    13.00
    879.10  1229.00   -16.00   -16.40     9.00    13.00
    872.30  1289.00   -13.20   -18.40     6.00    15.00
    858.60  1410.00    -9.70   -13.60     3.00    18.00
    852.80  1463.00    -8.30   -14.60     2.00    18.00
    850.00  1489.00    -8.20   -15.90     0.00    18.00
    836.80  1609.00    -7.70   -23.10   355.00    17.00
    821.70  1751.00    -7.70   -26.20   351.00    19.00
    809.80  1864.00    -8.10   -30.20   347.00    20.00
    734.40  2618.00   -11.30   -26.80   339.00    25.00
    719.70  2773.00   -12.40   -28.80   336.00    26.00
    700.00  2987.00   -12.50   -29.90   326.00    27.00
    644.20  3616.00   -14.30   -35.70   314.00    30.00
    529.50  5074.00   -23.20   -39.80   291.00    39.00
    518.20  5232.00   -24.50   -38.40   292.00    40.00
    500.00  5498.00   -23.80   -30.30   288.00    47.00
    499.70  5498.00   -23.80   -30.30   288.00    47.00
    480.10  5789.00   -25.60   -30.00   284.00    49.00
    452.70  6212.00   -27.40   -34.00   283.00    53.00
    422.00  6715.00   -30.60   -43.80   281.00    60.00
    400.00  7092.00   -33.30   -43.10   277.00    69.00
    394.50  7190.00   -34.00   -42.80   278.00    72.00
    389.60  7277.00   -34.00   -42.30   279.00    79.00
    376.20  7523.00   -34.30   -42.80   276.00    94.00
    307.10  8911.00   -44.80   -51.00   261.00   105.00
    300.00  9063.00   -46.10   -52.40   260.00   108.00
    252.00 10203.00   -55.50   -62.50   255.00   119.00
    250.00 10257.00   -55.60   -62.60   255.00   120.00
    229.90 10789.00   -55.20   -63.00   256.00   131.00
    200.00 11669.00   -63.00   -71.60   263.00   107.00
    196.80 11760.00   -63.70   -72.30   266.00   103.00
    192.40 11903.00   -59.90   -69.20   268.00    92.00
    167.20 12780.00   -57.40   -67.40   276.00    74.00
    150.00 13471.00   -56.50   -67.20   286.00    62.00
    115.80 15116.00   -53.60   -66.90   269.00    38.00
