
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 121207/2300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    982.00   248.00     6.30     5.40    20.00     4.00
    925.00   732.00     3.40     3.30    75.00     6.00
    901.60   938.00     2.40     2.30   128.00     4.00
    850.00  1420.00     1.20     0.70   239.00     6.00
    765.10  2258.00    -1.70    -2.40   261.00    23.00
    700.00  2963.00    -5.50    -7.00   246.00    26.00
    652.90  3505.00    -9.20    -9.70   243.00    26.00
    646.70  3577.00    -8.20    -8.60   244.00    26.00
    643.30  3617.00    -9.50   -10.00   244.00    27.00
    626.00  3827.00   -11.00   -11.80   238.00    30.00
    619.90  3903.00   -11.10   -15.70   239.00    32.00
    607.40  4060.00   -12.60   -19.00   246.00    31.00
    606.10  4079.00   -12.80   -18.90   247.00    31.00
    564.70  4610.00   -15.50   -20.10   241.00    35.00
    551.90  4782.00   -17.30   -27.00   246.00    38.00
    539.50  4956.00   -17.70   -33.20   244.00    44.00
    521.00  5217.00   -18.30   -33.50   248.00    44.00
    500.00  5519.00   -20.70   -33.50   248.00    47.00
    497.70  5557.00   -21.00   -33.90   247.00    48.00
    483.90  5767.00   -22.80   -30.40   245.00    47.00
    477.90  5854.00   -23.50   -32.60   244.00    46.00
    459.10  6148.00   -24.80   -43.90   247.00    44.00
    402.60  7083.00   -31.00   -50.00   251.00    49.00
    400.00  7135.00   -31.40   -49.00   250.00    49.00
    388.40  7338.00   -32.80   -47.50   248.00    51.00
    354.60  7968.00   -38.40   -44.90   250.00    53.00
    307.10  8938.00   -46.60   -51.90   252.00    51.00
    300.00  9090.00   -47.70   -53.20   249.00    50.00
    250.00 10260.00   -56.70   -62.20   251.00    61.00
    217.90 11115.00   -62.80   -67.90   254.00    77.00
    214.00 11229.00   -63.00   -68.00   257.00    76.00
    200.00 11648.00   -63.00   -68.60   254.00    70.00
    167.60 12712.00   -64.70   -71.50   252.00    89.00
    160.60 12973.00   -60.60   -68.90   251.00    79.00
    150.00 13395.00   -60.50   -70.80   256.00    83.00
    134.70 14056.00   -62.10   -74.50   267.00    81.00
    125.40 14497.00   -59.40   -73.50   263.00    72.00
    100.00 15893.00   -62.20   -77.70   260.00    59.00
     83.00 17008.00   -65.30   -80.30   263.00    61.00
     70.00 18053.00   -64.20   -79.70   262.00    58.00
     69.20 18123.00   -63.40   -79.10   266.00    57.00
     61.10 18851.00   -66.80   -81.70   274.00    44.00
     50.00 20058.00   -65.30   -80.70   267.00    32.00
     49.50 20117.00   -65.10   -80.50   268.00    32.00
