
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120324/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    979.00   245.00    16.90    13.70   300.00     6.00
    975.40   278.00    15.40     9.30   322.00    12.00
    969.60   329.00    12.50     7.80   324.00    11.00
    937.60   610.00    10.10     9.10   336.00     8.00
    930.70   672.00     9.90     9.10   339.00     8.00
    925.00   722.00    10.10     9.00   336.00     9.00
    909.70   862.00    11.90     8.50   337.00     7.00
    889.50  1049.00    11.00     6.20     5.00     5.00
    850.00  1431.00     8.70     5.80    19.00     9.00
    840.70  1519.00     8.10     5.60    16.00    11.00
    813.70  1788.00     7.60     1.50     8.00    12.00
    779.30  2142.00     5.80    -2.60    20.00    13.00
    767.40  2268.00     4.90    -0.50    37.00    11.00
    700.00  3019.00    -1.10    -4.50    11.00    12.00
    695.80  3059.00    -1.40    -4.50    15.00    12.00
    693.10  3090.00    -1.40    -4.40    18.00    12.00
    681.50  3225.00    -0.30    -7.00    42.00     9.00
    666.00  3409.00    -1.90   -11.50    56.00     8.00
    633.80  3800.00    -5.80   -11.20    79.00    10.00
    619.90  3974.00    -6.30    -8.80    57.00    16.00
    583.80  4441.00    -9.70   -11.50    49.00    13.00
    543.80  4988.00   -10.80   -16.80    52.00    23.00
    541.20  5024.00   -11.10   -17.30    52.00    22.00
    500.00  5631.00   -14.60   -23.70    55.00    20.00
    499.50  5635.00   -14.60   -23.80    55.00    20.00
    478.50  5959.00   -17.40   -27.70    54.00    22.00
    400.00  7272.00   -28.30   -37.40    48.00    23.00
    323.80  8746.00   -41.20   -50.30    51.00    33.00
    300.00  9262.00   -44.00   -52.50    32.00    35.00
    273.40  9877.00   -48.60   -57.90    55.00    38.00
    250.00 10469.00   -48.60   -58.80    36.00    50.00
    213.30 11501.00   -51.10   -63.50    28.00    29.00
    200.00 11924.00   -54.10   -67.00    14.00    43.00
    195.20 12072.00   -54.80   -67.70    18.00    45.00
    166.60 13093.00   -51.20   -65.70     4.00    40.00
    150.00 13771.00   -54.20   -69.30     1.00    30.00
    129.60 14700.00   -57.60   -73.20   348.00    24.00
    100.00 16329.00   -59.00   -75.30   319.00    19.00
     79.30 17767.00   -63.60   -79.70   303.00    13.00
     70.00 18538.00   -62.30   -78.60   321.00     7.00
     50.00 20605.00   -64.50   -80.90   291.00    11.00
     48.50 20790.00   -62.50   -79.30   327.00    18.00
