
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111105/1500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    995.00   245.00     4.00    -0.00   140.00     9.00
    994.00   253.00     4.60    -2.40   165.00    11.00
    967.90   469.00     2.30    -3.00   177.00    19.00
    965.50   489.00     3.10    -2.20   179.00    22.00
    960.10   535.00     5.80    -0.80   184.00    27.00
    955.90   571.00     6.20    -2.10   188.00    29.00
    945.90   656.00     5.90    -4.70   198.00    26.00
    925.00   839.00     4.60    -4.30   190.00    18.00
    913.90   938.00     4.00    -4.70   180.00    19.00
    912.60   949.00     4.70    -4.00   181.00    19.00
    908.30   987.00     7.30   -10.50   186.00    16.00
    902.70  1038.00     7.80   -19.30   190.00    15.00
    884.10  1210.00     9.50   -26.00   186.00    16.00
    876.10  1285.00     9.00   -28.10   188.00    17.00
    850.00  1536.00     7.80   -30.40   179.00    17.00
    828.10  1749.00     6.30   -30.60   201.00    19.00
    748.40  2578.00     6.90   -37.60   214.00    19.00
    700.00  3123.00     2.50   -35.40   219.00    21.00
    656.90  3632.00    -1.00   -36.20   233.00    22.00
    570.30  4748.00    -6.60   -40.40   256.00    30.00
    535.00  5244.00    -9.50   -24.40   262.00    30.00
    514.20  5549.00   -10.30   -36.60   272.00    24.00
    505.30  5684.00   -11.00   -32.90   280.00    20.00
    500.00  5766.00   -11.70   -30.20   280.00    23.00
    490.70  5908.00   -13.00   -27.90   283.00    22.00
    418.50  7096.00   -22.30   -38.30   288.00    29.00
    400.00  7427.00   -25.50   -41.60   284.00    29.00
    386.30  7677.00   -27.60   -43.40   283.00    27.00
    355.80  8263.00   -33.10   -42.40   282.00    32.00
    316.80  9067.00   -39.40   -48.80   289.00    30.00
    300.00  9438.00   -43.10   -52.30   286.00    29.00
    250.00 10640.00   -53.30   -64.00   295.00    23.00
    212.90 11654.00   -60.90   -71.70   304.00    21.00
    200.00 12046.00   -58.80   -70.30   288.00    35.00
    186.20 12496.00   -58.30   -70.70   279.00    35.00
    150.00 13841.00   -62.10   -76.70   281.00    37.00
    100.00 16326.00   -65.30   -82.20   273.00    46.00
     74.80 18071.00   -69.90   -86.70   255.00    43.00
     70.00 18469.00   -65.20   -82.70   268.00    27.00
     68.60 18595.00   -63.80   -81.90   258.00    22.00
     50.00 20520.00   -65.20   -84.20   242.00    20.00
     47.80 20790.00   -66.00   -85.10   249.00    20.00
     40.50 21807.00   -59.90   -81.00   285.00    31.00
     36.60 22444.00   -61.80   -83.40   283.00    12.00
     32.30 23213.00   -58.30   -81.30   267.00    14.00
     31.20 23435.00   -61.40   -84.00   281.00    21.00
     30.00 23680.00   -61.00   -83.70   291.00    17.00
     28.00 24114.00   -60.90   -84.00   271.00    19.00
     24.80 24862.00   -60.80   -84.70   244.00    29.00
     22.10 25590.00   -57.60   -83.20   269.00    40.00
