
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 131112/1500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
   1005.00   245.00    -2.70    -3.50   185.00     3.00
   1000.00   290.00    -3.00    -5.40    90.00     0.00
    999.50   290.00    -3.00    -5.40    90.00     0.00
    946.40   721.00    -4.90    -6.50   340.00    14.00
    925.00   901.00    -6.40    -7.50   342.00    18.00
    850.00  1558.00   -10.80   -11.70     6.00    22.00
    764.90  2357.00   -17.10   -19.00     7.00    18.00
    758.80  2417.00   -17.60   -25.00     1.00    18.00
    751.30  2492.00   -18.10   -27.40   354.00    19.00
    743.40  2571.00   -18.00   -36.80   352.00    20.00
    700.00  3019.00   -19.90   -42.90   352.00    29.00
    677.60  3259.00   -20.50   -41.70   350.00    34.00
    662.80  3423.00   -19.00   -47.20   352.00    37.00
    649.40  3575.00   -19.60   -49.00   348.00    37.00
    627.90  3825.00   -19.50   -46.20   349.00    45.00
    578.00  4437.00   -21.90   -46.00   352.00    45.00
    504.50  5423.00   -29.10   -48.30   352.00    51.00
    500.00  5492.00   -29.70   -48.60   352.00    52.00
    400.00  7036.00   -43.10   -58.70   327.00    41.00
    394.80  7120.00   -43.90   -59.20   324.00    39.00
    386.70  7260.00   -44.50   -59.40   317.00    37.00
    365.30  7639.00   -46.40   -61.60   313.00    40.00
    300.00  8953.00   -45.70   -69.60   295.00    44.00
    262.10  9847.00   -43.80   -72.30   296.00    55.00
    260.10  9899.00   -44.00   -73.00   294.00    54.00
    250.00 10163.00   -44.80   -74.60   295.00    53.00
    200.00 11652.00   -47.40   -77.40   290.00    59.00
    162.10 13025.00   -49.10   -77.90   290.00    53.00
    150.00 13533.00   -51.40   -79.60   294.00    47.00
    142.10 13883.00   -53.80   -80.10   297.00    52.00
    127.80 14562.00   -52.40   -79.30   297.00    45.00
    113.60 15321.00   -56.60   -82.10   307.00    58.00
    100.00 16133.00   -55.50   -81.00   314.00    39.00
     89.10 16871.00   -55.60   -81.10   307.00    25.00
