
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 140324/1800
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1800

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    994.00   245.00    -3.00   -13.00   290.00     3.00
    990.60   281.00    -2.10   -17.10   227.00    11.00
    988.40   298.00    -1.80   -15.80   229.00    11.00
    983.10   338.00    -3.40   -15.90   237.00    11.00
    925.00   817.00    -7.70   -15.30   277.00    10.00
    850.00  1470.00   -14.10   -16.70   311.00     8.00
    838.30  1565.00   -14.90   -17.20   316.00    12.00
    837.20  1578.00   -14.90   -17.10   316.00    13.00
    820.90  1726.00   -13.50   -33.20   322.00    19.00
    815.20  1776.00   -13.80   -37.10   322.00    20.00
    806.40  1860.00   -13.70   -32.50   316.00    20.00
    792.70  1999.00   -14.30   -33.10   307.00    23.00
    787.50  2045.00   -14.60   -23.00   302.00    24.00
    782.30  2089.00   -14.80   -21.00   298.00    24.00
    723.10  2685.00   -17.90   -22.10   304.00    33.00
    700.00  2932.00   -18.70   -24.50   303.00    32.00
    614.40  3872.00   -22.30   -33.30   284.00    42.00
    513.20  5171.00   -31.90   -51.00   287.00    60.00
    500.00  5354.00   -33.20   -50.80   289.00    63.00
    482.10  5604.00   -35.20   -49.30   287.00    71.00
    447.80  6114.00   -36.20   -49.00   285.00   101.00
    400.00  6889.00   -42.90   -50.00   280.00   106.00
    383.80  7162.00   -45.40   -51.90   280.00   106.00
    381.30  7202.00   -45.70   -52.20   280.00   105.00
    317.80  8388.00   -53.10   -59.50   277.00   119.00
    304.60  8659.00   -53.60   -60.00   278.00   126.00
    300.00  8761.00   -53.70   -60.40   279.00   121.00
    250.00  9935.00   -51.20   -66.50   272.00    87.00
    217.40 10832.00   -49.60   -71.40   274.00    88.00
    200.00 11380.00   -46.80   -73.20   275.00    79.00
    169.60 12460.00   -45.70   -76.80   278.00    73.00
    150.00 13266.00   -48.00   -78.60   272.00    65.00
    135.70 13901.00   -50.70   -79.80   275.00    70.00
    101.60 15737.00   -51.60   -80.90   266.00    58.00
