
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 110414/1500
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1500

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
   1000.00 18283.00   -61.30   -87.40   269.00     8.00
    990.00   212.00    13.40     2.10     0.00     0.00
    984.10   265.00    11.30    -2.70    62.00     4.00
    942.30   625.00     7.80    -0.20    70.00    10.00
    925.00   779.00     9.30    -1.80    93.00    15.00
    916.90   851.00     9.60    -2.60    88.00    13.00
    879.20  1197.00     6.90    -2.40    97.00     9.00
    850.00  1475.00     6.70    -1.90    73.00    12.00
    841.60  1557.00     6.70    -0.80    57.00    11.00
    831.80  1653.00     6.50    -1.60    71.00    11.00
    794.00  2033.00     3.30    -3.90   116.00     9.00
    724.50  2770.00    -0.60    -9.90   251.00     7.00
    719.00  2832.00    -0.80    -9.80   270.00     9.00
    700.00  3045.00    -2.80   -10.20   292.00    10.00
    649.40  3634.00    -7.40   -11.90   252.00    15.00
    614.90  4056.00   -10.60   -15.50   258.00    11.00
    589.20  4383.00   -12.20   -18.10   249.00    15.00
    581.30  4487.00   -11.20   -18.00   274.00    14.00
    558.20  4798.00   -13.00   -22.20   287.00    12.00
    529.30  5201.00   -15.50   -25.50   298.00    13.00
    500.00  5627.00   -19.40   -29.20   296.00    14.00
    478.10  5958.00   -22.30   -31.40   292.00    15.00
    453.50  6342.00   -25.70   -37.70   300.00    15.00
    414.90  6983.00   -29.70   -55.40   317.00    26.00
    400.00  7243.00   -31.50   -57.00   300.00    29.00
    367.60  7835.00   -34.70   -62.00   307.00    38.00
    300.00  9219.00   -46.90   -61.50   289.00    51.00
    294.00  9351.00   -47.80   -61.90   289.00    52.00
    250.00 10402.00   -54.80   -69.60   275.00    58.00
    242.90 10586.00   -56.40   -70.90   278.00    58.00
    226.60 11026.00   -57.70   -72.70   267.00    63.00
    200.00 11821.00   -54.70   -72.90   272.00    54.00
    191.30 12105.00   -52.80   -72.50   286.00    44.00
    176.30 12629.00   -55.00   -76.80   251.00    45.00
    156.80 13385.00   -51.20   -76.30   261.00    47.00
    150.00 13673.00   -52.40   -78.30   260.00    40.00
    130.30 14571.00   -57.60   -83.20   255.00    45.00
    119.60 15115.00   -54.80   -81.00   261.00    38.00
    100.00 16253.00   -57.70   -84.00   267.00    20.00
     70.00 18283.00   -61.30   -87.40   269.00     8.00
     69.60 18515.00   -62.30   -87.80   277.00    11.00
     62.00 19242.00   -57.00   -84.80   296.00    12.00
     50.00 18283.00   -61.30   -87.40   269.00     8.00
     43.50 21468.00   -58.50   -87.20   175.00    11.00
     30.00 18283.00   -61.30   -87.40   269.00     8.00
     20.00 18283.00   -61.30   -87.40   269.00     8.00
     10.00 18283.00   -61.30   -87.40   269.00     8.00
