
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 090605/2100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    853.00  1394.00    24.10    15.20   135.00     5.00
    850.00  1454.00    23.60     8.20    76.00    11.00
    845.80  1468.00    22.90     7.80    74.00    11.00
    812.60  1816.00    19.40     7.90    94.00     8.00
    759.60  2390.00    14.40     6.00   104.00     5.00
    757.20  2417.00    14.20     5.80   103.00     5.00
    742.00  2589.00    13.10     3.50    65.00     3.00
    730.40  2721.00    14.40    -4.50   292.00     5.00
    713.10  2923.00    13.50    -8.50   264.00     7.00
    703.90  3032.00    12.70    -9.20   257.00     8.00
    700.00  3080.00    12.20    -9.50   260.00     7.00
    519.00  5483.00    -9.50   -15.20   292.00    22.00
    500.00  5774.00   -11.40   -17.50   290.00    24.00
    414.20  7189.00   -21.40   -24.70   287.00    45.00
    400.00  7446.00   -23.50   -28.60   285.00    47.00
    346.70  8474.00   -31.50   -42.50   280.00    53.00
    313.60  9175.00   -36.80   -43.70   282.00    49.00
    300.00  9483.00   -39.50   -45.90   285.00    51.00
    293.40  9631.00   -40.70   -47.10   287.00    51.00
    250.00 10704.00   -49.60   -58.20   284.00    66.00
    202.10 12058.00   -61.10   -70.40   286.00    76.00
    200.00 12126.00   -61.40   -70.70   286.00    78.00
    162.40 13394.00   -66.00   -75.70   289.00    66.00
    150.00 13879.00   -64.60   -74.70   291.00    49.00
    144.30 14115.00   -64.90   -75.10   281.00    58.00
    137.40 14418.00   -61.10   -72.10   294.00    49.00
