
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 140121/0200
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0200

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    984.00   245.00    -3.70    -5.70   315.00    10.00
    977.10   301.00    -4.70    -9.00    17.00    12.00
    925.00   728.00    -8.90   -11.30    27.00    21.00
    910.80   849.00    -9.90   -11.80    20.00    23.00
    850.00  1383.00   -10.80   -11.60   308.00    15.00
    846.20  1415.00   -10.50   -11.00   301.00    16.00
    825.20  1608.00   -11.60   -12.50   293.00    20.00
    818.00  1676.00    -9.30   -10.10   292.00    22.00
    786.70  1977.00   -10.60   -13.00   289.00    23.00
    761.90  2222.00   -12.20   -15.10   282.00    27.00
    700.00  2871.00   -16.30   -18.30   277.00    32.00
    633.40  3611.00   -20.20   -23.00   278.00    39.00
    582.50  4226.00   -25.60   -27.10   277.00    42.00
    580.00  4257.00   -25.60   -27.00   274.00    43.00
    569.40  4391.00   -23.90   -29.50   265.00    50.00
    567.40  4416.00   -24.00   -30.60   264.00    50.00
    541.00  4762.00   -25.60   -36.40   260.00    55.00
    508.10  5215.00   -28.30   -37.60   262.00    52.00
    500.00  5334.00   -29.40   -38.80   257.00    53.00
    460.50  5911.00   -34.90   -41.30   259.00    54.00
    458.90  5935.00   -35.00   -41.50   260.00    53.00
    429.50  6396.00   -36.30   -51.30   264.00    62.00
    413.20  6665.00   -37.90   -52.60   268.00    76.00
    400.00  6893.00   -39.40   -53.70   268.00    83.00
    323.00  8338.00   -50.00   -61.20   264.00    83.00
    300.00  8824.00   -51.60   -63.00   257.00    80.00
    287.00  9105.00   -52.90   -64.90   260.00    83.00
    250.00 10000.00   -51.70   -67.40   258.00    83.00
    200.00 11453.00   -51.10   -74.00   276.00    74.00
    179.50 12153.00   -49.50   -75.10   279.00    72.00
    150.00 13323.00   -54.00   -79.20   291.00    66.00
    124.60 14503.00   -56.80   -80.80   279.00    78.00
    117.40 14885.00   -52.50   -78.30   293.00    70.00
    100.00 15930.00   -51.60   -78.70   291.00    63.00
     85.90 16899.00   -56.80   -82.10   289.00    62.00
