
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 101105/1300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    982.00   234.00     6.50     1.20     0.00     0.00
    976.00   281.00     3.70    -1.60   339.00    14.00
    925.00   716.00    -0.00    -4.10   341.00    25.00
    850.00  1389.00    -6.10    -7.00   340.00    22.00
    753.50  2314.00   -12.90   -13.00   356.00    16.00
    750.50  2345.00   -13.80   -15.20   354.00    17.00
    736.40  2489.00   -14.30   -19.60   338.00    20.00
    700.00  2872.00   -15.40   -21.50   332.00    26.00
    675.30  3143.00   -15.40   -21.50   328.00    25.00
    620.00  3783.00   -19.20   -26.80   340.00    25.00
    591.70  4129.00   -21.20   -26.90   354.00    26.00
    587.60  4181.00   -21.40   -27.20   356.00    26.00
    500.00  5349.00   -30.40   -40.10   359.00    31.00
    471.00  5771.00   -34.00   -44.00   359.00    31.00
    400.00  6898.00   -41.30   -53.70   356.00    44.00
    369.10  7438.00   -44.20   -58.20     4.00    49.00
    366.60  7484.00   -44.00   -58.30     7.00    49.00
    355.90  7684.00   -42.70   -57.70     2.00    57.00
    335.90  8071.00   -44.50   -60.40     5.00    70.00
    300.00  8831.00   -44.30   -62.40     5.00    72.00
    272.40  9476.00   -43.30   -63.10     9.00    62.00
    250.00 10054.00   -45.70   -65.50     7.00    46.00
    200.00 11538.00   -46.20   -67.80   342.00    32.00
    174.50 12438.00   -48.50   -70.10   329.00    18.00
    166.10 12766.00   -45.90   -68.40   324.00    11.00
    150.00 13444.00   -47.90   -69.50   348.00    17.00
    131.40 14308.00   -50.70   -71.50   259.00    14.00
    121.50 14821.00   -48.60   -70.10   170.00     5.00
    100.00 16096.00   -51.50   -71.70   232.00     6.00
     86.40 17031.00   -55.50   -74.60   226.00     3.00
     81.00 17447.00   -52.80   -72.70   285.00     5.00
     74.60 17973.00   -56.40   -75.10   293.00    17.00
     70.00 18384.00   -56.10   -75.00    12.00    14.00
     50.00 20507.00   -58.80   -76.90     7.00     4.00
     48.60 20690.00   -58.40   -76.60   155.00     2.00
