
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 131111/1800
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1800

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    989.00   245.00    11.50     5.50   260.00     4.00
    982.10   306.00     7.30     0.10   295.00    12.00
    925.00   798.00     2.70    -1.40   326.00    21.00
    916.60   869.00     2.00    -1.60   327.00    20.00
    850.00  1481.00     0.70    -0.50   276.00    26.00
    838.20  1589.00     0.60    -0.40   269.00    30.00
    809.60  1869.00     2.20     2.10   259.00    45.00
    806.20  1903.00     2.00     1.90   257.00    46.00
    705.00  2974.00    -3.90    -5.20   264.00    57.00
    700.30  3027.00    -1.40    -2.50   263.00    58.00
    700.00  3033.00    -1.60    -2.70   263.00    58.00
    693.30  3107.00    -4.10    -5.40   264.00    58.00
    683.10  3224.00    -4.40    -5.90   264.00    57.00
    680.90  3249.00    -3.20    -4.80   264.00    56.00
    675.40  3314.00    -5.90    -8.80   266.00    54.00
    672.00  3353.00    -6.10    -9.30   267.00    54.00
    633.20  3817.00    -8.20    -9.50   268.00    52.00
    500.00  5614.00   -19.60   -23.40   275.00    70.00
    484.50  5844.00   -20.70   -24.30   274.00    70.00
    468.70  6089.00   -23.20   -27.60   272.00    71.00
    402.50  7184.00   -31.50   -34.10   273.00    73.00
    400.00  7230.00   -31.90   -34.60   273.00    75.00
    396.30  7295.00   -32.60   -35.70   272.00    77.00
    379.50  7598.00   -33.80   -40.90   268.00    78.00
    370.30  7771.00   -34.00   -38.90   268.00    80.00
    360.30  7962.00   -35.10   -42.40   275.00    77.00
    357.40  8018.00   -35.80   -43.90   276.00    76.00
    300.00  9212.00   -46.00   -51.00   275.00    79.00
    268.40  9938.00   -52.10   -56.60   275.00    85.00
    250.00 10398.00   -55.30   -60.70   275.00    90.00
    211.90 11429.00   -62.50   -67.80   276.00    96.00
    200.00 11788.00   -61.50   -67.20   180.00    80.00
    165.90 12960.00   -56.30   -65.30   271.00    86.00
    155.00 13393.00   -57.10   -67.20   278.00    90.00
    150.00 13599.00   -58.10   -68.10   276.00    84.00
    100.00 16142.00   -59.60   -69.30   272.00    61.00
     86.70 17031.00   -61.60   -70.80   287.00    53.00
     71.50 18238.00   -58.00   -67.90   287.00    39.00
     70.00 18368.00   -58.60   -68.50   282.00    34.00
     58.60 19474.00   -62.80   -71.60   284.00    52.00
     52.60 20140.00   -60.40   -69.70   278.00    35.00
