
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 130113/0700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
   1011.00   248.00     1.50     0.20   350.00    13.00
   1000.00   330.00     0.30    -1.60   356.00    15.00
    956.90   679.00    -2.50    -4.00   359.00    27.00
    925.00   953.00    -2.10    -3.20   356.00    28.00
    909.30  1086.00    -3.10    -4.50     5.00    25.00
    850.60  1616.00     5.60     5.40   166.00    28.00
    850.00  1625.00     5.40     5.30   168.00    28.00
    700.00  3194.00    -0.90    -1.10   233.00    51.00
    692.80  3275.00    -1.20    -1.40   234.00    53.00
    670.00  3548.00    -2.50    -3.40   228.00    55.00
    571.00  4799.00   -10.10   -13.10   237.00    66.00
    568.10  4837.00    -9.10   -12.20   237.00    66.00
    566.90  4856.00   -10.40   -13.20   237.00    66.00
    553.40  5040.00   -11.60   -16.00   239.00    74.00
    548.70  5108.00   -12.00   -16.20   240.00    75.00
    545.40  5153.00   -11.10   -15.10   241.00    74.00
    544.10  5175.00   -12.50   -16.30   241.00    75.00
    529.50  5380.00   -12.70   -14.90   235.00    76.00
    500.00  5815.00   -15.00   -17.40   231.00    85.00
    479.30  6135.00   -16.40   -18.60   223.00    83.00
    448.30  6630.00   -20.00   -21.80   214.00    69.00
    400.00  7467.00   -25.50   -27.70   210.00    74.00
    300.00  9476.00   -41.50   -44.80   212.00    91.00
    291.10  9676.00   -43.30   -46.60   213.00    93.00
    250.00 10677.00   -51.90   -55.20   222.00   111.00
    209.30 11807.00   -60.90   -64.40   237.00   141.00
    200.00 12080.00   -60.50   -63.90   238.00   146.00
    199.30 12094.00   -60.40   -63.80   238.00   144.00
    198.80 12106.00   -60.30   -63.60   238.00   143.00
    183.50 12612.00   -50.50   -57.60   240.00   114.00
    171.80 13050.00   -48.60   -58.20   244.00    87.00
    155.40 13695.00   -52.20   -63.20   226.00    71.00
    150.00 13920.00   -54.10   -65.10   217.00    70.00
    120.10 15303.00   -64.30   -73.70   228.00    80.00
    100.00 16395.00   -67.60   -76.30   222.00    70.00
     88.00 17152.00   -66.30   -75.00   225.00    50.00
     74.10 18167.00   -70.30   -78.40   222.00    61.00
     70.00 18510.00   -68.20   -76.60   226.00    49.00
     66.80 18781.00   -68.40   -76.60   227.00    53.00
