
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 140324/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    994.00   245.00    -1.00   -12.30   260.00     7.00
    991.30   292.00    -2.00   -16.70   317.00    10.00
    925.00   828.00    -7.10   -15.50   282.00     8.00
    850.30  1473.00   -13.20   -17.50   277.00     4.00
    850.00  1480.00   -13.20   -17.70   277.00     4.00
    833.60  1623.00   -14.30   -22.00   296.00     5.00
    809.00  1850.00   -14.50   -30.90   304.00    15.00
    774.20  2181.00   -15.90   -21.10   312.00    26.00
    746.50  2454.00   -16.50   -20.70   308.00    28.00
    700.00  2937.00   -20.00   -23.50   304.00    30.00
    699.30  2942.00   -20.00   -23.60   304.00    30.00
    698.30  2953.00   -20.10   -23.70   304.00    31.00
    642.80  3562.00   -21.30   -26.10   291.00    42.00
    623.90  3783.00   -21.70   -34.90   280.00    47.00
    581.50  4293.00   -25.40   -44.00   280.00    51.00
    502.40  5336.00   -33.70   -44.00   281.00    63.00
    501.20  5351.00   -33.80   -44.20   282.00    64.00
    500.00  5369.00   -33.70   -44.20   284.00    65.00
    481.00  5638.00   -33.20   -47.50   287.00    79.00
    472.90  5754.00   -34.30   -49.00   284.00    86.00
    461.00  5935.00   -35.00   -46.10   284.00    92.00
    428.40  6440.00   -39.10   -44.60   278.00    98.00
    400.00  6894.00   -42.90   -51.00   278.00   100.00
    382.30  7196.00   -44.90   -53.70   275.00   114.00
    322.00  8311.00   -53.70   -58.80   272.00   119.00
    317.30  8403.00   -54.10   -59.10   273.00   116.00
    305.60  8626.00   -55.00   -61.60   275.00   118.00
    300.00  8751.00   -55.00   -62.60   277.00   115.00
    275.70  9293.00   -53.70   -65.90   278.00    95.00
    271.70  9390.00   -53.60   -66.70   280.00    90.00
    262.30  9613.00   -49.70   -66.20   275.00    79.00
    250.00  9927.00   -49.90   -69.70   273.00    81.00
    241.90 10137.00   -50.00   -71.60   271.00    81.00
    217.20 10824.00   -51.90   -75.30   269.00    89.00
    200.00 11369.00   -49.70   -75.00   276.00    86.00
    167.90 12506.00   -46.80   -74.90   275.00    76.00
    150.00 13244.00   -47.80   -76.40   270.00    68.00
    127.80 14276.00   -48.50   -76.80   275.00    62.00
    107.50 15377.00   -54.10   -79.50   278.00    60.00
    100.00 15840.00   -51.00   -77.60   286.00    62.00
     95.80 16092.00   -49.50   -77.10   279.00    53.00
     87.10 16700.00   -54.60   -79.80   263.00    56.00
     70.00 18062.00   -55.60   -80.20   274.00    42.00
     59.50 19058.00   -55.00   -79.80   304.00    32.00
